hist_B_0,hist_B_1,hist_B_2,hist_B_3,hist_B_4,hist_B_5,hist_B_6,hist_B_7,hist_G_0,hist_G_1,hist_G_2,hist_G_3,hist_G_4,hist_G_5,hist_G_6,hist_G_7,hist_R_0,hist_R_1,hist_R_2,hist_R_3,hist_R_4,hist_R_5,hist_R_6,hist_R_7,label
0.023825023,0.50357836,0.86227244,0.048177537,0.0025495412,0.0,0.0,0.0,0.037926577,0.7500466,0.63217777,0.17787667,0.06818605,0.0071559576,0.0015334195,0.0,0.04414981,0.84762263,0.5272902,0.038776606,0.006089629,0.0033134746,0.0,0.0,diseased
0.021392452,0.51787156,0.8293689,0.208407,0.008034269,0.0007743874,9.679842e-05,0.0,0.023907999,0.68044245,0.7083005,0.14937302,0.109041266,0.019854033,0.011850052,0.00031184347,0.029301759,0.80366653,0.59311116,0.034200504,0.014333368,0.010160362,0.0015421979,0.0,diseased
0.029004142,0.5689646,0.803318,0.17334808,0.00821784,0.0010634852,9.668047e-05,0.0,0.033345982,0.6968711,0.70505786,0.0276552,0.11701045,0.03634113,0.019368624,9.983827e-05,0.041503653,0.845097,0.52574426,0.083101206,0.020657927,0.018216535,0.0041315854,0.0,diseased
0.012585457,0.5446759,0.8208935,0.17118114,0.0006623925,0.00037850998,0.0,0.0,0.018574351,0.69750243,0.6946604,0.10799514,0.1374299,0.006495948,0.00030449755,0.0,0.025050594,0.78971994,0.6120397,0.03310257,0.0050995853,0.00071573124,8.9466404e-05,0.0,diseased
0.009131504,0.5236638,0.8385143,0.15020393,0.0050316453,0.0,0.0,9.317861e-05,0.021256521,0.73509645,0.66194606,0.004989794,0.12264913,0.07594466,0.013173056,0.0,0.025736816,0.8820537,0.45152974,0.1218714,0.047215704,0.018640269,0.003217102,0.0,diseased
0.06555148,0.6330796,0.77018374,0.041546714,0.0020311726,0.00018465206,9.232603e-05,0.0,0.0934288,0.7941972,0.556693,0.022754263,0.22198515,0.028626332,0.00020971672,0.00010485836,0.09493001,0.9026164,0.37229753,0.19083667,0.035061598,0.0042972434,9.766462e-05,0.0,diseased
0.09518854,0.67613703,0.7276293,0.06477441,0.011645919,0.0014437089,9.624726e-05,0.0,0.1238731,0.79868877,0.5262598,0.13891238,0.21766765,0.049709965,0.025601206,0.00022960723,0.109697245,0.86447686,0.48102534,0.088481285,0.028059812,0.024833422,0.0052795466,0.0,diseased
0.06383716,0.91370624,0.4013224,0.002445545,0.00033731657,0.0,0.0,0.0,0.0780498,0.93866146,0.26960954,0.19334212,0.05225209,0.004690493,0.00037523944,0.0,0.072875924,0.9544211,0.2888864,0.017012563,0.0046620965,0.0016358233,0.0005725381,0.0,diseased
0.08334197,0.81895685,0.56766546,0.010937504,0.0,0.0,9.039259e-05,0.0,0.056521658,0.7989967,0.56521654,0.18166943,0.077037685,0.0011283816,0.00010258014,0.0,0.05469976,0.8744443,0.46363217,0.13101627,0.015319693,0.00065790094,9.3985844e-05,0.0,diseased
0.04049242,0.528162,0.84778804,0.025703885,8.8027e-05,0.0,0.0,0.0,0.06467538,0.75408524,0.6134588,0.20338707,0.096800335,0.010211904,0.00021274798,0.0,0.06412951,0.828152,0.55138254,0.07622411,0.014719785,0.0015001055,0.0,0.0,diseased
